Id,Prediction
1,0.7125025096569615
2,0.6383143777534619
3,0.6393647740480198
4,0.6397723373511772
5,0.7173195270731241
6,0.6381207962818163
7,0.6583754146897435
8,0.6347017712087297
9,0.6600760797084576
10,0.6600549684064975
11,0.7087737694266983
12,0.7087032307423878
13,0.8264753099145635
14,0.8316350910076762
15,0.7957888443111925
16,0.8686934196682278
17,0.8266134066079682
18,0.7237326481840146
19,0.6682613222775888
20,0.8677352633247251
21,0.8302046839120238
22,0.7180395069664505
23,0.6668372070568775
24,0.7974760134157608
25,0.8324819866057412
26,0.7213172621774411
27,0.6717404229384474
28,0.8553358518838772
29,0.8553358518838772
30,0.781140766759265
31,0.7871582562191409
32,0.7890761399437655
33,0.7157488940040688
34,0.8309471174790032
35,0.8283123459058509
36,0.8271352233414937
37,0.7916196959693937
38,0.8282113542938112
39,0.8311576207572418
40,0.8694298103334547
41,0.7894640529695287
42,0.7891495866136624
43,0.8694634254950532
44,0.6741344134268746
45,0.83434122374056
46,0.7917953845921168
47,0.8553358518838772
48,0.8685389553337219
49,0.8332161905745574
50,0.868115599183321
51,0.830529899010758
52,0.8696448501054692
53,0.8271542915608479
54,0.7987889706493599
55,0.7230104388243814
56,0.666309120108376
57,0.8300530123728131
58,0.7987889706493609
59,0.6484560556460652
60,0.7882161094155397
61,0.6467169158381469
62,0.6496035758185418
63,0.8553358518838772
64,0.7982546671538031
65,0.8322069207420734
66,0.7246699467173735
67,0.7944705716943476
68,0.6347792125591845
69,0.7818083618497511
70,0.6355280057982329
71,0.634808394411033
72,0.8262122744942891
73,0.7114046586210622
74,0.7137619351862545
75,0.7117612177020876
76,0.7883650076948082
77,0.638916518239224
78,0.6470822338820112
79,0.6380363696561692
80,0.7096619439871168
81,0.638836990091876
82,0.7829648322838025
83,0.6638704781630117
84,0.6388611490263947
85,0.7884027019078061
86,0.7903296395207791
87,0.8553358518838772
88,0.719593498993321
89,0.6646749362356666
90,0.6646749362356666
91,0.7915208178371432
92,0.8553358518838772
