Id,Prediction
1,0.8542060183963925
2,0.8498376731470066
3,0.847320382660447
4,0.845977389073609
5,0.8486600925097952
6,0.849331700088871
7,0.8528447809623257
8,0.7891459843451871
9,0.8491348911155744
10,0.8491513027293197
11,0.8652107959852209
12,0.8653146547406554
13,0.8896435169352458
14,0.8814255646549268
15,0.8549075307275421
16,0.8893665442936043
17,0.888849942310906
18,0.8484191952218993
19,0.8509559493352028
20,0.8912397660601883
21,0.8862556717920061
22,0.8489590691212733
23,0.8497485500864931
24,0.8558117497047607
25,0.8790854841886971
26,0.8497379637965974
27,0.8558781401861345
28,0.8553906335108028
29,0.8553906335108028
30,0.8794099198459451
31,0.867912344526673
32,0.8663791847965803
33,0.8500223850845823
34,0.8833058240846982
35,0.8881732400062134
36,0.8896416752577333
37,0.8619473584606204
38,0.8890997562179569
39,0.8827959897411582
40,0.8938534672505615
41,0.8631918051371213
42,0.8638984351082978
43,0.8950030650538084
44,0.8609594563609313
45,0.8736517240709526
46,0.8619011836325271
47,0.8553906335108028
48,0.8940212075292484
49,0.8769882888556966
50,0.8891134683780971
51,0.8833208822772349
52,0.894016937607227
53,0.8891766114255242
54,0.8536039622643216
55,0.8474486713606095
56,0.8474610325787245
57,0.886703176013451
58,0.8536039622643452
59,0.8600179411026108
60,0.8674663905418076
61,0.8570473354612028
62,0.8605956764984551
63,0.8553906335108028
64,0.8531808774094544
65,0.879887936178378
66,0.8470664354275607
67,0.8585437455400452
68,0.8450694972083348
69,0.8793121600709906
70,0.8403706692871699
71,0.813090271854505
72,0.8911868139795842
73,0.8557774081824312
74,0.8541214915906521
75,0.8580564225815913
76,0.8690334935353934
77,0.8487286979216813
78,0.8506671035240393
79,0.8488408106342752
80,0.8626495898399065
81,0.8500107803667012
82,0.8775890802791134
83,0.8473470212215382
84,0.8533153952909204
85,0.8676991197130924
86,0.8652472796552204
87,0.8553906335108028
88,0.8480702022204513
89,0.8494238479622491
90,0.8494238479622491
91,0.8647110595060435
92,0.8553906335108028
