Id,Prediction
1,0.5094557666902845
2,0.5329880388397723
3,0.5517604809098376
4,0.5570312422137442
5,0.5190246666581403
6,0.5301135162289856
7,0.4995158926902235
8,0.5556989226009812
9,0.506354503997776
10,0.5063491326485606
11,0.49593803277403176
12,0.49589436323772196
13,0.4894444903444116
14,0.5030814951078175
15,0.5186362873059641
16,0.48485491883866344
17,0.49134659350123927
18,0.5336851387509066
19,0.5339478337015567
20,0.4887951756428501
21,0.4992729162588841
22,0.5265629603613183
23,0.5299076425115035
24,0.5166549913457037
25,0.5057916298841417
26,0.5336130502096409
27,0.5433313649557839
28,0.4790036680625506
29,0.4790036680625506
30,0.49441718588572986
31,0.5059820572716229
32,0.5069088804850895
33,0.516484100819421
34,0.5010475662585611
35,0.4934899949356876
36,0.4912307930611519
37,0.5100044695156112
38,0.49297250254661723
39,0.5017570882656094
40,0.4908442324463628
41,0.511189695493534
42,0.5104633964874169
43,0.4946763319607786
44,0.5529123026333788
45,0.5129188054727596
46,0.510548579040838
47,0.4790036680625506
48,0.49396353668352844
49,0.5079745228710209
50,0.4852682754398521
51,0.49993225498510313
52,0.4907432304692103
53,0.49243160518428697
54,0.5194089605828813
55,0.5303044468971004
56,0.5259502126119356
57,0.4986570731911387
58,0.5194089605828813
59,0.55313573864731
60,0.5045000083926117
61,0.5472499569365398
62,0.5604283133466099
63,0.4790036680625506
64,0.5213760635882388
65,0.5051846676188484
66,0.5313178349549567
67,0.5138791015509729
68,0.5258398808634762
69,0.49323690419212446
70,0.5427681146271346
71,0.549658352088835
72,0.4884238953201837
73,0.5057151379020438
74,0.5076147064723123
75,0.5026313886764829
76,0.504048156011418
77,0.5447159956868266
78,0.5281290612276007
79,0.5273636836634001
80,0.4983221796851481
81,0.5399775815557987
82,0.49592409032584195
83,0.5205661258055482
84,0.5411272537765897
85,0.5041276314063076
86,0.5076777604219578
87,0.4790036680625506
88,0.5182132222052801
89,0.5254077284362554
90,0.5254077284362554
91,0.5087478283520451
92,0.4790036680625506
