253	152	1	0.24357379767827528
205	98	1	0.3633631986670856
115	10	1	0.5761494252873562
2	165	1	0.27056277056277056
250	44	1	0.2044279250161603
4	155	1	0.23152673718711456
87	52	1	0.21181708486876658
87	4	1	0.2132623785767802
10	102	1	0.4272835951715262
86	190	1	0.2522053716815385
18	35	1	0.2338235294117647
204	187	1	0.47142528250592697
130	48	1	0.232287861392339
43	6	1	0.35915346907993967
12	181	1	0.20816410102124389
12	172	1	1.5418946050670765
12	178	1	0.20791435077149362
40	22	1	0.33928571428571425
47	6	1	0.27570865302642794
63	12	1	0.3264131139131139
142	191	1	1.3614211044246807
118	172	1	1.1076757130146015
71	22	1	0.40625
6	48	1	0.3203256302521008
127	1	1	0.2958333333333333
117	157	1	0.2717330209722175
123	98	1	0.3661380654125406
43	6	1	0.35915346907993967
207	190	1	0.26291554357592095
2	165	1	0.27056277056277056
205	98	1	0.3633631986670856
121	118	1	0.23104127933682395
84	2	1	1.5083952177809876
217	125	1	0.2257434594391116
18	14	1	0.2578042328042328
103	11	1	0.31886214630779847
226	145	1	0.4536472299630194
50	44	1	0.7597364308042057
118	153	1	0.24893999179713464
217	190	1	0.2651515151515152
38	44	1	0.26599870717517776
42	172	1	0.5384032435869932
232	44	1	0.47472753854332805
193	195	1	0.8038152235413899
194	2	1	0.3205153511757285
143	124	1	0.21666666666666667
135	10	1	0.5190065681444991
204	245	1	0.5938067367270039
43	6	1	0.35915346907993967
226	4	1	0.253932415098371
209	75	1	0.2961061702764374
66	59	1	0.32656232656232653
205	111	1	0.21988074945708225
192	234	1	0.27241995152442916
4	172	1	0.6284235349230741
63	12	1	0.3264131139131139
14	3	1	0.31295716861754597
119	123	1	0.2636563662207683
77	44	1	0.23478844169246646
31	74	1	0.21623931623931625
90	73	1	0.24977857391650493
283	244	1	0.24162939704966413
107	6	1	0.33104575163398686
178	179	1	0.29278683422462154
207	252	1	0.21342689568496023
117	161	1	0.20584761150798886
274	44	1	0.33611111111111114
130	210	1	0.3358957587073302
