Id,Prediction
1,0.4
2,1.0
3,1.0
4,0.3
5,1.0
6,0.9
7,0.9
8,0.9
9,0.6
10,0.9
11,0.75
12,0.9
13,0.42000000000000004
14,0.8
15,0.9
16,0.7
17,0.8
18,1.0
19,0.9
20,0.9
21,1.0
22,1.0
23,1.0
24,1.0
25,0.8
26,1.0
27,1.0
28,0.08686011863528237
29,0.08686011863528237
30,1.0
31,1.0
32,0.9
33,0.9
34,0.9
35,0.5
36,0.3
37,0.8
38,0.1
39,0.4
40,0.7
41,0.8
42,0.4
43,0.7
44,1.0
45,1.0
46,1.0
47,0.08686011863528237
48,1.0
49,1.0
50,0.0
51,1.0
52,0.8
53,0.8
54,1.0
55,1.0
56,0.9666666666666666
57,1.0
58,1.0
59,1.0
60,0.3
61,1.0
62,1.0
63,0.08686011863528237
64,1.0
65,1.0
66,0.6
67,0.5
68,0.9
69,0.9
70,1.0
71,1.0
72,0.9
73,1.0
74,1.0
75,1.0
76,1.0
77,0.9
78,0.9
79,0.9
80,0.5
81,0.9
82,0.9
83,1.0
84,0.8
85,1.0
86,1.0
87,0.08686011863528237
88,1.0
89,1.0
90,1.0
91,0.9
92,0.08686011863528237
