Id,Prediction
1,0.6666666666666666
2,0.5833333333333334
3,0.9166666666666666
4,1.0
5,0.9166666666666666
6,0.5
7,0.8333333333333334
8,1.0
9,0.75
10,0.6666666666666666
11,0.8333333333333334
12,0.8333333333333334
13,0.4166666666666667
14,0.9166666666666666
15,1.0
16,0.25
17,0.8333333333333334
18,0.9166666666666666
19,0.9166666666666666
20,0.5833333333333334
21,0.75
22,0.6666666666666666
23,0.9166666666666666
24,0.6666666666666666
25,0.75
26,0.5833333333333334
27,0.9166666666666666
28,0.5
29,0.5
30,0.6666666666666666
31,0.75
32,0.6666666666666666
33,1.0
34,0.9166666666666666
35,0.75
36,0.75
37,0.75
38,0.75
39,0.9166666666666666
40,0.5
41,0.6666666666666666
42,0.6666666666666666
43,0.6666666666666666
44,1.0
45,0.8333333333333334
46,0.8333333333333334
47,0.5
48,0.6666666666666666
49,0.6666666666666666
50,0.3333333333333333
51,0.9166666666666666
52,0.5833333333333334
53,0.8333333333333334
54,0.75
55,0.9166666666666666
56,0.8333333333333334
57,0.6666666666666666
58,0.75
59,0.9166666666666666
60,0.8333333333333334
61,1.0
62,0.9166666666666666
63,0.5
64,0.9166666666666666
65,0.8333333333333334
66,0.8333333333333334
67,0.8333333333333334
68,0.75
69,0.8333333333333334
70,0.8333333333333334
71,0.9166666666666666
72,0.5
73,0.75
74,0.8333333333333334
75,0.9166666666666666
76,0.9166666666666666
77,0.75
78,0.5833333333333334
79,0.6666666666666666
80,0.9166666666666666
81,0.8333333333333334
82,0.6666666666666666
83,0.9166666666666666
84,0.9166666666666666
85,0.8333333333333334
86,0.75
87,0.5
88,0.6666666666666666
89,0.5833333333333334
90,0.5833333333333334
91,0.8333333333333334
92,0.5
