Id,Prediction
1,0.18235144793615804
2,1.0
3,0.18235144793615804
4,1.0
5,1.0
6,1.0
7,1.0
8,1.0
9,0.3
10,0.18235144793615804
11,0.0
12,1.0
13,0.18235144793615804
14,1.0
15,1.0
16,0.18235144793615804
17,1.0
18,0.18235144793615804
19,1.0
20,1.0
21,0.18235144793615804
22,0.18235144793615804
23,0.18235144793615804
24,1.0
25,0.18235144793615804
26,1.0
27,0.18235144793615804
28,1.0
29,1.0
30,1.0
31,0.18235144793615804
32,0.18235144793615804
33,1.0
34,1.0
35,0.18235144793615804
36,1.0
37,0.18235144793615804
38,0.18235144793615804
39,0.18235144793615804
40,0.18235144793615804
41,1.0
42,1.0
43,0.18235144793615804
44,0.18235144793615804
45,1.0
46,0.5
47,0.18235144793615804
48,1.0
49,0.7
50,1.0
51,1.0
52,1.0
53,1.0
54,1.0
55,0.18235144793615804
56,1.0
57,0.6
58,0.18235144793615804
59,1.0
60,1.0
61,1.0
62,0.18235144793615804
63,1.0
64,0.18235144793615804
65,0.18235144793615804
66,1.0
67,1.0
68,0.18235144793615804
69,1.0
70,0.0
71,0.18235144793615804
72,1.0
73,0.18235144793615804
74,1.0
75,1.0
76,1.0
77,1.0
78,1.0
79,1.0
80,1.0
81,0.0
82,1.0
83,1.0
84,0.18235144793615804
85,0.18235144793615804
86,0.18235144793615804
87,0.18235144793615804
88,1.0
89,1.0
90,0.18235144793615804
91,0.18235144793615804
92,0.18235144793615804
93,0.18235144793615804
94,1.0
95,1.0
96,0.18235144793615804
97,1.0
98,0.18235144793615804
99,0.18235144793615804
100,0.18235144793615804
101,0.18235144793615804
102,0.18235144793615804
103,1.0
104,0.18235144793615804
105,1.0
106,1.0
107,0.18235144793615804
108,1.0
109,0.18235144793615804
110,0.18235144793615804
111,0.18235144793615804
112,1.0
113,1.0
114,0.18235144793615804
115,1.0
116,0.18235144793615804
117,1.0
118,0.18235144793615804
119,0.18235144793615804
120,0.18235144793615804
121,1.0
122,1.0
123,1.0
124,1.0
125,1.0
126,0.18235144793615804
127,1.0
128,0.18235144793615804
129,0.18235144793615804
130,1.0
131,0.18235144793615804
132,1.0
133,1.0
134,0.18235144793615804
135,0.18235144793615804
136,1.0
137,0.18235144793615804
138,1.0
139,1.0
140,0.18235144793615804
141,0.18235144793615804
142,1.0
143,0.18235144793615804
144,0.18235144793615804
145,1.0
146,1.0
147,0.18235144793615804
148,1.0
149,1.0
150,1.0
151,0.18235144793615804
152,1.0
153,1.0
154,1.0
155,0.18235144793615804
156,1.0
157,1.0
158,0.18235144793615804
159,0.18235144793615804
160,0.18235144793615804
161,1.0
162,1.0
163,0.18235144793615804
164,0.18235144793615804
165,0.18235144793615804
166,1.0
167,0.18235144793615804
168,1.0
169,1.0
170,0.18235144793615804
171,1.0
172,1.0
173,1.0
174,0.7
175,1.0
176,0.18235144793615804
177,1.0
178,1.0
179,0.18235144793615804
180,0.6
181,0.18235144793615804
182,1.0
183,0.3
184,0.4
185,1.0
186,1.0
187,0.18235144793615804
188,0.18235144793615804
189,0.9
190,0.3
191,1.0
192,0.18235144793615804
193,1.0
194,1.0
195,0.18235144793615804
196,0.18235144793615804
197,1.0
198,1.0
199,0.18235144793615804
200,0.9
201,1.0
202,1.0
203,0.18235144793615804
204,1.0
205,0.18235144793615804
206,1.0
207,1.0
208,1.0
209,0.18235144793615804
210,1.0
211,0.18235144793615804
212,0.18235144793615804
