2610697	3583866	1	0.5003478087484318	0.5002227559402161
2813378	1427832	1	0.5011556219792541	0.5004790307069543
3352123	4722065	1	0.5028680976394723	0.5045285224518861
3222303	2423776	1	0.5018472822353102	0.5015612420086121
2190643	1006189	1	0.5013227482369204	0.5049998333399998
826234	2722328	1	0.5008613930397302	0.5003725392865636
1977082	2373574	1	0.5001098933284379	0.5000529105919634
1579656	887113	1	0.501420047303723	0.5016146955505646
2887037	2590389	1	0.5	0.5
3816665	2069624	1	0.5000076074938881	0.5000032094375095
1245798	1259473	1	0.5005578971153612	0.500636845132947
1629132	186925	1	0.50136496930969	0.500259812896496
2554685	4589996	1	0.5054294371943814	0.5128574127659746
3274382	4462020	1	0.5018511140316725	0.5014704063649337
4679263	256668	1	0.5012698167497114	0.5016363106262202
2538626	3022727	1	0.5022689613227856	0.5040197209952842
3313346	3159208	1	0.5	0.5
2939315	4644308	1	0.500221328829409	0.5008545021202205
4714930	933502	1	0.5001584283850655	0.5000113040332772
2250898	3123502	1	0.5000027591382659	0.5000095715586631
3889783	1083289	1	0.5000243854857396	0.5000243731945418
4679263	3783246	1	0.5	0.5
2528284	204552	1	0.5001049391337606	0.5001601494351314
4739917	2074233	1	0.5342599573544302	0.6883514582690785
2939315	668776	1	0.5001560118953796	0.5006171700324559
4067692	1473984	1	0.5	0.5
3465568	4734106	1	0.5001015022316548	0.500708674232131
3817981	1387437	1	0.5	0.5
4277376	1083208	1	0.5025252310544267	0.5026533163826319
20388	2875874	1	0.5000003278009278	0.5000028635244258
2873383	2990934	1	0.5013067473234912	0.5009010521566498
904699	3101046	1	0.5009578532343758	0.5000003278013576
1403971	2704720	1	0.5000006066164874	0.5000006242462227
2020889	220080	1	0.5043921423121499	0.500367499439794
2740141	3860816	1	0.5000057131104456	0.500003237654119
2250898	666060	1	0.5	0.5
2604748	3041196	1	0.5013351103114857	0.5011713045171098
2054730	2513027	1	0.5032551623428748	0.5019530832873718
1601895	4108756	1	0.5	0.5
1711644	1631157	1	0.5015050121771228	0.501342306245943
2424481	741613	1	0.5027013489617639	0.5025565575350361
1136728	4110885	1	0.5003761680299734	0.5006589820898266
265346	1600957	1	0.5007733945881521	0.5010552736765014
2056052	3127945	1	0.5034476267940874	0.7461164068173944
3227840	3735801	1	0.5003031719453715	0.501079162425663
3872660	3967917	1	0.501102290983176	0.5012925349032064
4790649	1549181	1	0.5004960078690381	0.5013904866495198
24523	449420	1	0.5001003532420693	0.5000647099473746
3573875	3088715	1	0.5	0.5
649652	1725356	1	0.5069340365322702	0.5006897610508957
4265509	4859523	1	0.5001555209903189	0.5021199278925722
4669839	4118274	1	0.5022621655391017	0.500942281945351
2528284	2970319	1	0.5010808155538631	0.5014882498842582
1114252	3468775	1	0.5002438591630711	0.5001829114267213
288418	3065172	1	0.5060972587151367	0.501852174545534
3503374	1406340	1	0.5000793895816554	0.5008419459316881
4567466	2317308	1	0.5001773573676723	0.5002672797936095
2309487	4443315	1	0.5001102176541248	0.5008176551626141
1306327	2002811	1	0.5030768842366679	0.5016451477140216
262985	3590624	1	0.500048182473162	0.5002813941871282
3703565	4676548	1	0.5029674448333744	0.5024061183064781
2930986	744044	1	0.5	0.5
254778	3924695	1	0.5003396738607888	0.5000028566205037
4008655	257527	1	0.5	0.5
2740141	749001	1	0.5	0.5
3032217	3184317	1	0.5024747003885426	0.5103300185981549
3816665	482739	1	0.5000101434280716	0.5000143057305176
1488401	4574092	1	0.5001007281190506	0.5001276381610531
378641	5159	1	0.5001098503432918	0.5001021983822881
2991814	297799	1	0.5000798636986074	0.5001250824275393
72839	1562762	1	0.5	0.5
2770420	3818004	1	0.5287705047954179	0.9999660551351734
2452371	2787293	1	0.5	0.5
217062	3944584	1	0.5127318316140287	0.5128081111350375
3991692	3953765	1	0.500158618253403	0.500099569453302
