Id,Prediction
1,0.18069646311472162
2,1.0
3,0.18069646311472162
4,1.0
5,1.0
6,1.0
7,1.0
8,1.0
9,1.0
10,0.18069646311472162
11,0.0
12,1.0
13,0.18069646311472162
14,1.0
15,1.0
16,0.18069646311472162
17,1.0
18,0.18069646311472162
19,1.0
20,1.0
21,0.18069646311472162
22,0.18069646311472162
23,0.18069646311472162
24,1.0
25,0.18069646311472162
26,1.0
27,0.18069646311472162
28,1.0
29,1.0
30,1.0
31,0.18069646311472162
32,0.18069646311472162
33,1.0
34,0.3
35,0.18069646311472162
36,1.0
37,0.18069646311472162
38,0.18069646311472162
39,0.18069646311472162
40,0.18069646311472162
41,1.0
42,1.0
43,0.18069646311472162
44,0.18069646311472162
45,1.0
46,1.0
47,0.18069646311472162
48,1.0
49,0.6
50,1.0
51,1.0
52,0.9
53,1.0
54,1.0
55,0.18069646311472162
56,1.0
57,1.0
58,0.18069646311472162
59,1.0
60,1.0
61,1.0
62,0.18069646311472162
63,1.0
64,0.18069646311472162
65,0.18069646311472162
66,1.0
67,1.0
68,0.18069646311472162
69,1.0
70,0.0
71,0.18069646311472162
72,1.0
73,0.18069646311472162
74,1.0
75,1.0
76,1.0
77,1.0
78,1.0
79,1.0
80,1.0
81,1.0
82,1.0
83,1.0
84,0.18069646311472162
85,0.18069646311472162
86,0.18069646311472162
87,0.18069646311472162
88,1.0
89,1.0
90,0.18069646311472162
91,0.18069646311472162
92,0.18069646311472162
93,0.18069646311472162
94,1.0
95,1.0
96,0.18069646311472162
97,1.0
98,0.18069646311472162
99,0.18069646311472162
100,0.18069646311472162
101,0.18069646311472162
102,0.18069646311472162
103,1.0
104,0.18069646311472162
105,1.0
106,1.0
107,0.18069646311472162
108,1.0
109,0.18069646311472162
110,0.18069646311472162
111,0.18069646311472162
112,1.0
113,1.0
114,0.18069646311472162
115,1.0
116,0.18069646311472162
117,1.0
118,0.18069646311472162
119,0.18069646311472162
120,0.18069646311472162
121,1.0
122,1.0
123,0.6
124,1.0
125,1.0
126,0.18069646311472162
127,1.0
128,0.18069646311472162
129,0.18069646311472162
130,1.0
131,0.18069646311472162
132,1.0
133,1.0
134,0.18069646311472162
135,0.18069646311472162
136,1.0
137,0.18069646311472162
138,1.0
139,1.0
140,0.18069646311472162
141,0.18069646311472162
142,1.0
143,0.18069646311472162
144,0.18069646311472162
145,1.0
146,1.0
147,0.18069646311472162
148,1.0
149,1.0
150,1.0
151,0.18069646311472162
152,1.0
153,1.0
154,1.0
155,0.18069646311472162
156,1.0
157,1.0
158,0.18069646311472162
159,0.18069646311472162
160,0.18069646311472162
161,1.0
162,1.0
163,0.18069646311472162
164,0.18069646311472162
165,0.18069646311472162
166,1.0
167,0.18069646311472162
168,1.0
169,1.0
170,0.18069646311472162
171,0.8
172,1.0
173,1.0
174,0.8
175,1.0
176,0.18069646311472162
177,1.0
178,1.0
179,0.18069646311472162
180,0.4
181,0.18069646311472162
182,1.0
183,0.7
184,0.6
185,1.0
186,1.0
187,0.18069646311472162
188,0.18069646311472162
189,1.0
190,0.7
191,1.0
192,0.18069646311472162
193,1.0
194,1.0
195,0.18069646311472162
196,0.18069646311472162
197,1.0
198,1.0
199,0.18069646311472162
200,1.0
201,1.0
202,1.0
203,0.18069646311472162
204,1.0
205,0.18069646311472162
206,1.0
207,1.0
208,1.0
209,0.18069646311472162
210,1.0
211,0.18069646311472162
212,0.18069646311472162
213,0.18069646311472162
214,1.0
215,1.0
216,1.0
217,0.18069646311472162
218,1.0
219,1.0
220,0.18069646311472162
221,1.0
222,0.8
223,1.0
224,1.0
225,1.0
226,1.0
227,1.0
228,1.0
229,1.0
230,0.18069646311472162
231,1.0
232,1.0
233,0.18069646311472162
234,1.0
235,1.0
236,0.18069646311472162
237,0.18069646311472162
238,1.0
239,0.18069646311472162
240,0.18069646311472162
241,0.18069646311472162
242,0.18069646311472162
243,1.0
244,0.18069646311472162
245,1.0
246,0.3
247,1.0
248,1.0
249,0.18069646311472162
250,0.18069646311472162
251,1.0
252,1.0
253,0.18069646311472162
254,0.18069646311472162
255,1.0
256,1.0
257,0.18069646311472162
258,0.18069646311472162
259,0.18069646311472162
260,0.18069646311472162
261,1.0
262,1.0
263,1.0
264,1.0
265,1.0
266,1.0
267,1.0
268,1.0
269,1.0
270,0.18069646311472162
271,1.0
272,1.0
273,0.9
274,0.18069646311472162
275,1.0
276,1.0
277,1.0
278,0.18069646311472162
279,1.0
280,0.18069646311472162
281,0.7
282,1.0
283,0.18069646311472162
284,0.18069646311472162
285,1.0
286,0.3
287,1.0
288,0.18069646311472162
289,1.0
290,0.18069646311472162
291,0.18069646311472162
292,0.18069646311472162
293,1.0
294,0.18069646311472162
295,0.18069646311472162
296,1.0
297,1.0
298,0.18069646311472162
299,0.18069646311472162
300,1.0
301,1.0
302,1.0
303,0.18069646311472162
304,1.0
305,0.18069646311472162
306,0.18069646311472162
307,1.0
308,1.0
309,1.0
310,0.4
311,1.0
312,0.18069646311472162
313,1.0
314,0.7
315,1.0
316,0.4
317,0.18069646311472162
318,1.0
319,0.18069646311472162
320,1.0
321,0.18069646311472162
322,1.0
323,0.18069646311472162
324,0.18069646311472162
325,0.4
326,1.0
327,1.0
328,0.18069646311472162
329,1.0
330,0.18069646311472162
331,0.18069646311472162
332,0.18069646311472162
333,0.18069646311472162
334,1.0
335,1.0
336,0.18069646311472162
337,0.18069646311472162
338,0.18069646311472162
339,1.0
340,0.18069646311472162
341,0.18069646311472162
342,0.18069646311472162
343,0.18069646311472162
344,1.0
345,1.0
346,0.18069646311472162
347,1.0
348,0.18069646311472162
349,0.18069646311472162
350,1.0
351,0.18069646311472162
352,0.18069646311472162
353,1.0
354,1.0
355,1.0
356,1.0
357,0.6
358,0.18069646311472162
359,1.0
360,0.8
361,0.18069646311472162
362,1.0
363,0.18069646311472162
364,0.18069646311472162
365,1.0
366,1.0
367,1.0
368,0.18069646311472162
369,0.18069646311472162
370,0.18069646311472162
371,0.18069646311472162
372,1.0
373,1.0
374,1.0
375,0.5
376,1.0
377,0.4
378,1.0
379,0.18069646311472162
380,0.18069646311472162
381,0.18069646311472162
382,1.0
383,0.18069646311472162
384,1.0
385,0.4
386,1.0
387,0.18069646311472162
388,1.0
389,0.18069646311472162
390,1.0
391,1.0
392,1.0
393,0.18069646311472162
394,1.0
395,1.0
396,0.18069646311472162
397,1.0
398,0.18069646311472162
399,1.0
400,1.0
401,0.18069646311472162
402,1.0
403,1.0
404,0.18069646311472162
405,0.18069646311472162
406,1.0
407,1.0
408,1.0
409,1.0
410,1.0
411,1.0
412,0.18069646311472162
413,0.18069646311472162
414,0.18069646311472162
415,1.0
416,0.18069646311472162
417,1.0
418,0.18069646311472162
419,0.18069646311472162
420,0.18069646311472162
421,0.8
422,0.18069646311472162
423,1.0
424,0.18069646311472162
425,1.0
426,1.0
427,0.6
428,0.4
429,0.5
430,1.0
431,0.18069646311472162
432,0.18069646311472162
433,0.18069646311472162
434,0.18069646311472162
435,0.18069646311472162
436,0.18069646311472162
437,0.18069646311472162
438,1.0
439,1.0
440,1.0
441,1.0
442,0.18069646311472162
443,0.18069646311472162
444,1.0
445,0.18069646311472162
446,1.0
447,0.18069646311472162
448,1.0
449,0.18069646311472162
450,0.18069646311472162
451,1.0
452,1.0
453,1.0
454,0.18069646311472162
455,1.0
456,1.0
457,1.0
458,0.18069646311472162
459,1.0
460,1.0
461,0.18069646311472162
462,1.0
463,1.0
464,1.0
465,1.0
466,0.7
467,0.4
468,0.18069646311472162
469,0.18069646311472162
470,1.0
471,0.18069646311472162
472,1.0
473,0.18069646311472162
474,0.18069646311472162
475,1.0
476,0.18069646311472162
477,1.0
478,1.0
479,1.0
480,1.0
481,0.8
482,1.0
483,1.0
484,0.18069646311472162
485,0.4
486,0.4
487,1.0
488,1.0
489,0.4
490,1.0
491,1.0
492,0.18069646311472162
493,1.0
494,0.18069646311472162
495,1.0
496,0.18069646311472162
497,0.18069646311472162
498,0.18069646311472162
499,0.18069646311472162
500,0.18069646311472162
501,0.6
502,0.18069646311472162
503,0.18069646311472162
504,1.0
505,1.0
506,0.18069646311472162
507,1.0
508,0.6
509,0.18069646311472162
510,0.18069646311472162
511,0.18069646311472162
512,1.0
513,0.18069646311472162
514,1.0
515,1.0
516,0.18069646311472162
517,0.18069646311472162
518,1.0
519,1.0
520,0.18069646311472162
521,0.18069646311472162
522,1.0
523,1.0
524,0.6
525,1.0
526,0.3
527,0.18069646311472162
528,1.0
529,1.0
530,1.0
531,1.0
532,1.0
533,1.0
534,0.18069646311472162
535,0.18069646311472162
536,0.9
537,1.0
538,1.0
539,1.0
540,0.18069646311472162
541,0.18069646311472162
542,0.18069646311472162
543,1.0
544,1.0
545,1.0
546,0.18069646311472162
547,1.0
548,1.0
549,1.0
550,1.0
551,1.0
552,1.0
553,0.18069646311472162
554,0.18069646311472162
555,1.0
556,1.0
557,0.18069646311472162
558,0.18069646311472162
559,1.0
560,1.0
561,0.18069646311472162
562,0.18069646311472162
563,1.0
564,1.0
565,1.0
566,0.18069646311472162
567,1.0
568,1.0
569,0.18069646311472162
570,0.18069646311472162
571,1.0
572,1.0
573,1.0
574,1.0
575,1.0
576,0.18069646311472162
577,1.0
578,1.0
579,1.0
580,0.18069646311472162
581,1.0
582,1.0
583,0.4
584,1.0
585,1.0
586,0.18069646311472162
587,1.0
588,1.0
589,0.18069646311472162
590,1.0
