Id,Prediction
1,0.4932876877857503
2,0.49323710060226766
3,0.4932876877857503
4,0.49314979508960777
5,0.49325919335651003
6,0.49381646862794576
7,0.49326824206781766
8,0.4932363763935905
9,0.4932489238785336
10,0.4932876877857503
11,0.49311848150585935
12,0.4932024483433474
13,0.4932876877857503
14,0.4932245842435284
15,0.4935063699463925
16,0.4932876877857503
17,0.4932882018421255
18,0.4932876877857503
19,0.4932780710880311
20,0.4927283315261594
21,0.4932876877857503
22,0.4932876877857503
23,0.4932876877857503
24,0.49328699821377897
25,0.4932876877857503
26,0.4932743724966707
27,0.4932876877857503
28,0.49318244897989066
29,0.4932232810193636
30,0.4932600499193868
31,0.4932876877857503
32,0.4932876877857503
33,0.49328194613085413
34,0.49177899297482974
35,0.4932876877857503
36,0.49326246339795704
37,0.4932876877857503
38,0.4932876877857503
39,0.4932876877857503
40,0.4932876877857503
41,0.4932811827119418
42,0.49325315325272706
43,0.4932876877857503
44,0.4932876877857503
45,0.4932243718367258
46,0.4932464111464396
47,0.4932876877857503
48,0.49328826665786063
49,0.4923441792936143
50,0.4932855106148452
51,0.4931257453612783
52,0.49311933969924066
53,0.49325394251702065
54,0.49328944111533773
55,0.4932876877857503
56,0.49321056630084287
57,0.4932770058308313
58,0.4932876877857503
59,0.49316486526173114
60,0.49325242305660877
61,0.49310759862632153
62,0.4932876877857503
63,0.4931596914951012
64,0.4932876877857503
65,0.4932876877857503
66,0.4932824140128268
67,0.49317671504405386
68,0.4932876877857503
69,0.4932344811540541
70,0.49314273800878317
71,0.4932876877857503
72,0.4935108444545768
73,0.4932876877857503
74,0.4932190876053947
75,0.49347761817015856
76,0.49323434756280005
77,0.5005115417432648
78,0.5195636506268575
79,0.49318824747915335
80,0.4933348478305854
81,0.49322641119760346
82,0.49309982159858884
83,0.4932781395985494
84,0.4932876877857503
85,0.4932876877857503
86,0.4932876877857503
87,0.4932876877857503
88,0.5075933142008193
89,0.4991329653360543
90,0.4932876877857503
91,0.4932876877857503
92,0.4932876877857503
93,0.4932876877857503
94,0.49327084741700455
95,0.4931701689710271
96,0.4932876877857503
97,0.501902503901854
98,0.4932876877857503
99,0.4932876877857503
100,0.4932876877857503
101,0.4932876877857503
102,0.4932876877857503
103,0.49329321403327553
104,0.4932876877857503
105,0.4933029958419822
106,0.49637414108475525
107,0.4932876877857503
108,0.4933019778652244
109,0.4932876877857503
110,0.4932876877857503
111,0.4932876877857503
112,0.4932716881356087
113,0.4932291161301959
114,0.4932876877857503
115,0.49324893959000843
116,0.4932876877857503
117,0.4939050708030526
118,0.4932876877857503
119,0.4932876877857503
120,0.4932876877857503
121,0.4931096965020197
